StateAb,State,X,Y,DistrictID,County,SchoolID,SchoolLevel,Location,F2F2020,Date,Employee,Student
FL,Florida,-82.337769,28.834812,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Citrus High,1153,2020-09-21,0,2
FL,Florida,-82.494338,28.981705,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Citrus Springs Elementary,522,2020-09-21,0,0
FL,Florida,-82.434265,28.974847,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Citrus Springs Middle,539,2020-09-21,0,0
FL,Florida,-82.580088,28.907109,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Crystal River High,910,2020-09-21,1,9
FL,Florida,-82.49885,28.825527,1200270,Citrus,###############################################################################################################################################################################################################################################################,K-12,CREST,113,2020-09-21,3,1
FL,Florida,-82.587411,28.900956,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Crystal River Middle,667,2020-09-21,4,3
FL,Florida,-82.578348,28.900356,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Crystal River Primary,485,2020-09-21,1,0
FL,Florida,-82.342374,28.834853,1200270,Citrus,###############################################################################################################################################################################################################################################################,NA,District-Wide Staff,0,2020-09-21,10,0
FL,Florida,-82.292788,28.752439,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Floral City Elementary,230,2020-09-21,0,0
FL,Florida,-82.444096,28.905311,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Forest Ridge Elementary,477,2020-09-21,2,3
FL,Florida,-82.384514,28.896537,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Hernando Elementary,539,2020-09-21,0,0
FL,Florida,-82.615038,28.781961,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Homosassa Elementary,293,2020-09-21,0,0
FL,Florida,-82.344503,28.848724,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Inverness Middle,825,2020-09-21,0,2
FL,Florida,-82.336649,28.833186,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Inverness Primary,444,2020-09-21,0,0
FL,Florida,-82.498743,28.824171,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Lecanto High,1347,2020-09-21,2,7
FL,Florida,-82.497429,28.825002,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Lecanto Middle,626,2020-09-21,1,2
FL,Florida,-82.496025,28.824621,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Lecanto Primary,589,2020-09-21,0,0
FL,Florida,-82.496593,28.818454,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,PACE,49,2020-09-21,0,0
FL,Florida,-82.352905,28.823944,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Pleasant Grove Elementary,477,2020-09-21,0,0
FL,Florida,-82.497193,28.818305,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,Renaissance Center,95,2020-09-21,0,1
FL,Florida,-82.535406,28.84969,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Rock Crusher Elementary,488,2020-09-21,0,0
FL,Florida,-82.347456,28.835933,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,Withlacoochee Technical College,293,2020-09-21,0,0
FL,Florida,-82.646273,28.902544,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Academy of Environmental Science,117,2020-09-18,0,1
FL,Florida,-82.437823,28.973121,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Central Ridge Elementary,498,2020-09-18,0,4
FL,Florida,-82.337769,28.834812,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Citrus High,1153,2020-09-18,0,2
FL,Florida,-82.494338,28.981705,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Citrus Springs Elementary,522,2020-09-18,0,0
FL,Florida,-82.434265,28.974847,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Citrus Springs Middle,539,2020-09-18,0,0
FL,Florida,-82.49885,28.825527,1200270,Citrus,###############################################################################################################################################################################################################################################################,K-12,CREST,113,2020-09-18,3,1
FL,Florida,-82.580088,28.907109,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Crystal River High,910,2020-09-18,1,7
FL,Florida,-82.587411,28.900956,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Crystal River Middle,667,2020-09-18,2,2
FL,Florida,-82.578348,28.900356,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Crystal River Primary,485,2020-09-18,1,0
FL,Florida,-82.342374,28.834853,1200270,Citrus,###############################################################################################################################################################################################################################################################,NA,District-Wide Staff,0,2020-09-18,10,0
FL,Florida,-82.292788,28.752439,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Floral City Elementary,230,2020-09-18,0,0
FL,Florida,-82.444096,28.905311,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Forest Ridge Elementary,477,2020-09-18,2,3
FL,Florida,-82.615038,28.781961,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Homosassa Elementary,293,2020-09-18,0,0
FL,Florida,-82.384514,28.896537,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Hernando Elementary,539,2020-09-18,0,0
FL,Florida,-82.344503,28.848724,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Inverness Middle,825,2020-09-18,0,2
FL,Florida,-82.336649,28.833186,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Inverness Primary,444,2020-09-18,0,0
FL,Florida,-82.498743,28.824171,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Lecanto High,1347,2020-09-18,2,7
FL,Florida,-82.497429,28.825002,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Lecanto Middle,626,2020-09-18,1,2
FL,Florida,-82.496025,28.824621,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Lecanto Primary,589,2020-09-18,0,0
FL,Florida,-82.496593,28.818454,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,PACE,49,2020-09-18,0,0
FL,Florida,-82.352905,28.823944,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Pleasant Grove Elementary,477,2020-09-18,0,0
FL,Florida,-82.497193,28.818305,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,Renaissance Center,95,2020-09-18,0,1
FL,Florida,-82.535406,28.84969,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Rock Crusher Elementary,488,2020-09-18,0,0
FL,Florida,-82.347456,28.835933,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,Withlacoochee Technical College,293,2020-09-18,0,0
FL,Florida,-82.646273,28.902544,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Academy of Environmental Science,117,2020-09-17,0,1
FL,Florida,-82.437823,28.973121,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Central Ridge Elementary,498,2020-09-17,0,4
FL,Florida,-82.494338,28.981705,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Citrus Springs Elementary,522,2020-09-17,0,0
FL,Florida,-82.337769,28.834812,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Citrus High,1153,2020-09-17,0,2
FL,Florida,-82.434265,28.974847,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Citrus Springs Middle,539,2020-09-17,0,0
FL,Florida,-82.49885,28.825527,1200270,Citrus,###############################################################################################################################################################################################################################################################,K-12,CREST,113,2020-09-17,3,1
FL,Florida,-82.580088,28.907109,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Crystal River High,910,2020-09-17,1,6
FL,Florida,-82.587411,28.900956,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Crystal River Middle,667,2020-09-17,1,2
FL,Florida,-82.578348,28.900356,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Crystal River Primary,485,2020-09-17,0,0
FL,Florida,-82.342374,28.834853,1200270,Citrus,###############################################################################################################################################################################################################################################################,NA,District-Wide Staff,0,2020-09-17,10,0
FL,Florida,-82.292788,28.752439,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Floral City Elementary,230,2020-09-17,0,0
FL,Florida,-82.444096,28.905311,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Forest Ridge Elementary,477,2020-09-17,2,3
FL,Florida,-82.615038,28.781961,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Homosassa Elementary,293,2020-09-17,0,0
FL,Florida,-82.384514,28.896537,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Hernando Elementary,539,2020-09-17,0,0
FL,Florida,-82.344503,28.848724,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Inverness Middle,825,2020-09-17,0,2
FL,Florida,-82.498743,28.824171,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Lecanto High,1347,2020-09-17,2,7
FL,Florida,-82.497429,28.825002,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Lecanto Middle,626,2020-09-17,1,2
FL,Florida,-82.496025,28.824621,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Lecanto Primary,589,2020-09-17,0,0
FL,Florida,-82.496593,28.818454,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,PACE,49,2020-09-17,0,0
FL,Florida,-82.352905,28.823944,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Pleasant Grove Elementary,477,2020-09-17,0,0
FL,Florida,-82.497193,28.818305,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,Renaissance Center,95,2020-09-17,0,1
FL,Florida,-82.535406,28.84969,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Rock Crusher Elementary,488,2020-09-17,0,0
FL,Florida,-82.347456,28.835933,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,Withlacoochee Technical College,293,2020-09-17,0,0
FL,Florida,-82.336649,28.833186,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Inverness Primary,444,2020-09-17,0,0
FL,Florida,-82.646273,28.902544,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Academy of Environmental Science,117,2020-09-15,0,1
FL,Florida,-82.437823,28.973121,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Central Ridge Elementary,498,2020-09-15,0,2
FL,Florida,-82.337769,28.834812,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Citrus High,1153,2020-09-15,0,2
FL,Florida,-82.494338,28.981705,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Citrus Springs Elementary,522,2020-09-15,0,0
FL,Florida,-82.434265,28.974847,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Citrus Springs Middle,539,2020-09-15,0,0
FL,Florida,-82.49885,28.825527,1200270,Citrus,###############################################################################################################################################################################################################################################################,K-12,CREST,113,2020-09-15,3,1
FL,Florida,-82.580088,28.907109,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Crystal River High,910,2020-09-15,1,6
FL,Florida,-82.587411,28.900956,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Crystal River Middle,667,2020-09-15,1,2
FL,Florida,-82.578348,28.900356,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Crystal River Primary,485,2020-09-15,0,0
FL,Florida,-82.384514,28.896537,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Hernando Elementary,539,2020-09-15,0,0
FL,Florida,-82.615038,28.781961,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Homosassa Elementary,293,2020-09-15,0,0
FL,Florida,-82.344503,28.848724,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Inverness Middle,825,2020-09-15,0,2
FL,Florida,-82.336649,28.833186,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Inverness Primary,444,2020-09-15,0,0
FL,Florida,-82.498743,28.824171,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Lecanto High,1347,2020-09-15,2,7
FL,Florida,-82.497429,28.825002,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Lecanto Middle,626,2020-09-15,1,2
FL,Florida,-82.497193,28.818305,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,Renaissance Center,95,2020-09-15,0,1
FL,Florida,-82.352905,28.823944,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Pleasant Grove Elementary,477,2020-09-15,0,0
FL,Florida,-82.535406,28.84969,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Rock Crusher Elementary,488,2020-09-15,0,0
FL,Florida,-82.347456,28.835933,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,Withlacoochee Technical College,293,2020-09-15,0,0
FL,Florida,-82.496593,28.818454,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,PACE,49,2020-09-15,0,0
FL,Florida,-82.496025,28.824621,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Lecanto Primary,589,2020-09-15,0,0
FL,Florida,-82.444096,28.905311,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Forest Ridge Elementary,477,2020-09-15,2,3
FL,Florida,-82.292788,28.752439,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Floral City Elementary,230,2020-09-15,0,0
FL,Florida,-82.342374,28.834853,1200270,Citrus,###############################################################################################################################################################################################################################################################,NA,District-Wide Staff,0,2020-09-15,10,0
FL,Florida,-82.646273,28.902544,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Academy of Environmental Science,117,2020-09-14,0,1
FL,Florida,-82.437823,28.973121,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Central Ridge Elementary,498,2020-09-14,0,2
FL,Florida,-82.337769,28.834812,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Citrus High,1153,2020-09-14,0,2
FL,Florida,-82.494338,28.981705,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Citrus Springs Elementary,522,2020-09-14,0,0
FL,Florida,-82.434265,28.974847,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Citrus Springs Middle,539,2020-09-14,0,0
FL,Florida,-82.49885,28.825527,1200270,Citrus,###############################################################################################################################################################################################################################################################,K-12,CREST,113,2020-09-14,3,1
FL,Florida,-82.580088,28.907109,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Crystal River High,910,2020-09-14,1,6
FL,Florida,-82.587411,28.900956,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Crystal River Middle,667,2020-09-14,1,2
FL,Florida,-82.342374,28.834853,1200270,Citrus,###############################################################################################################################################################################################################################################################,NA,District-Wide Staff,0,2020-09-14,10,0
FL,Florida,-82.292788,28.752439,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Floral City Elementary,230,2020-09-14,0,0
FL,Florida,-82.578348,28.900356,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Crystal River Primary,485,2020-09-14,0,0
FL,Florida,-82.444096,28.905311,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Forest Ridge Elementary,477,2020-09-14,2,3
FL,Florida,-82.384514,28.896537,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Hernando Elementary,539,2020-09-14,0,0
FL,Florida,-82.615038,28.781961,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Homosassa Elementary,293,2020-09-14,0,0
FL,Florida,-82.344503,28.848724,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Inverness Middle,825,2020-09-14,0,2
FL,Florida,-82.336649,28.833186,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Inverness Primary,444,2020-09-14,0,0
FL,Florida,-82.498743,28.824171,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Lecanto High,1347,2020-09-14,2,7
FL,Florida,-82.497429,28.825002,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Lecanto Middle,626,2020-09-14,1,2
FL,Florida,-82.496025,28.824621,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Lecanto Primary,589,2020-09-14,0,0
FL,Florida,-82.496593,28.818454,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,PACE,49,2020-09-14,0,0
FL,Florida,-82.352905,28.823944,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Pleasant Grove Elementary,477,2020-09-14,0,0
FL,Florida,-82.497193,28.818305,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,Renaissance Center,95,2020-09-14,0,1
FL,Florida,-82.535406,28.84969,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Rock Crusher Elementary,488,2020-09-14,0,0
FL,Florida,-82.347456,28.835933,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,Withlacoochee Technical College,293,2020-09-14,0,0
FL,Florida,-82.646273,28.902544,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Academy of Environmental Science,117,2020-09-12,0,2
FL,Florida,-82.337769,28.834812,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Citrus High,1153,2020-09-12,1,2
FL,Florida,-82.437823,28.973121,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Central Ridge Elementary,498,2020-09-12,0,1
FL,Florida,-82.494338,28.981705,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Citrus Springs Elementary,522,2020-09-12,0,0
FL,Florida,-82.434265,28.974847,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Citrus Springs Middle,539,2020-09-12,0,1
FL,Florida,-82.49885,28.825527,1200270,Citrus,###############################################################################################################################################################################################################################################################,K-12,CREST,113,2020-09-12,3,0
FL,Florida,-82.580088,28.907109,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Crystal River High,910,2020-09-12,1,6
FL,Florida,-82.587411,28.900956,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Crystal River Middle,667,2020-09-12,1,0
FL,Florida,-82.578348,28.900356,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Crystal River Primary,485,2020-09-12,0,0
FL,Florida,-82.342374,28.834853,1200270,Citrus,###############################################################################################################################################################################################################################################################,NA,District Offices,0,2020-09-12,9,0
FL,Florida,-82.292788,28.752439,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Floral City Elementary,230,2020-09-12,0,0
FL,Florida,-82.444096,28.905311,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Forest Ridge Elementary,477,2020-09-12,0,3
FL,Florida,-82.384514,28.896537,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Hernando Elementary,539,2020-09-12,0,4
FL,Florida,-82.615038,28.781961,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Homosassa Elementary,293,2020-09-12,0,0
FL,Florida,-82.344503,28.848724,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Inverness Middle,825,2020-09-12,1,2
FL,Florida,-82.336649,28.833186,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Inverness Primary,444,2020-09-12,0,0
FL,Florida,-82.498743,28.824171,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Lecanto High,1347,2020-09-12,2,7
FL,Florida,-82.497429,28.825002,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Lecanto Middle,626,2020-09-12,0,2
FL,Florida,-82.496025,28.824621,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Lecanto Primary,589,2020-09-12,0,1
FL,Florida,-82.496593,28.818454,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,PACE,49,2020-09-12,0,0
FL,Florida,-82.352905,28.823944,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Pleasant Grove Elementary,477,2020-09-12,0,0
FL,Florida,-82.497193,28.818305,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,Renaissance Center,95,2020-09-12,0,0
FL,Florida,-82.535406,28.84969,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Rock Crusher Elementary,488,2020-09-12,0,0
FL,Florida,-82.347456,28.835933,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,Withlacoochee Technical College,293,2020-09-12,0,0
FL,Florida,-82.347456,28.835933,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,Withlacoochee Technical College,293,2020-09-10,0,0
FL,Florida,-82.535406,28.84969,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Rock Crusher Elementary,488,2020-09-10,0,0
FL,Florida,-82.497193,28.818305,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,Renaissance Center,95,2020-09-10,0,0
FL,Florida,-82.352905,28.823944,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Pleasant Grove Elementary,477,2020-09-10,0,0
FL,Florida,-82.496593,28.818454,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,PACE,49,2020-09-10,0,0
FL,Florida,-82.496025,28.824621,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Lecanto Primary,589,2020-09-10,0,1
FL,Florida,-82.497429,28.825002,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Lecanto Middle,626,2020-09-10,0,2
FL,Florida,-82.498743,28.824171,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Lecanto High,1347,2020-09-10,2,7
FL,Florida,-82.336649,28.833186,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Inverness Primary,444,2020-09-10,0,0
FL,Florida,-82.344503,28.848724,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Inverness Middle,825,2020-09-10,1,2
FL,Florida,-82.615038,28.781961,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Homosassa Elementary,293,2020-09-10,0,0
FL,Florida,-82.384514,28.896537,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Hernando Elementary,539,2020-09-10,0,4
FL,Florida,-82.444096,28.905311,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Forest Ridge Elementary,477,2020-09-10,0,3
FL,Florida,-82.292788,28.752439,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Floral City Elementary,230,2020-09-10,0,0
FL,Florida,-82.342374,28.834853,1200270,Citrus,###############################################################################################################################################################################################################################################################,NA,District Offices,0,2020-09-10,9,0
FL,Florida,-82.578348,28.900356,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Crystal River Primary,485,2020-09-10,0,0
FL,Florida,-82.587411,28.900956,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Crystal River Middle,667,2020-09-10,1,0
FL,Florida,-82.580088,28.907109,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Crystal River High,910,2020-09-10,1,6
FL,Florida,-82.49885,28.825527,1200270,Citrus,###############################################################################################################################################################################################################################################################,K-12,CREST,113,2020-09-10,3,0
FL,Florida,-82.434265,28.974847,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Citrus Springs Middle,539,2020-09-10,0,1
FL,Florida,-82.494338,28.981705,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Citrus Springs Elementary,522,2020-09-10,0,0
FL,Florida,-82.337769,28.834812,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Citrus High,1153,2020-09-10,1,2
FL,Florida,-82.437823,28.973121,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Central Ridge Elementary,498,2020-09-10,0,1
FL,Florida,-82.646273,28.902544,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Academy of Environmental Science,117,2020-09-10,0,2
FL,Florida,-82.646273,28.902544,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Academy of Environmental Science,117,2020-09-08,2,0
FL,Florida,-82.437823,28.973121,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Central Ridge Elementary,498,2020-09-08,1,0
FL,Florida,-82.337769,28.834812,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Citrus High,1153,2020-09-08,1,0
FL,Florida,-82.494338,28.981705,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Citrus Springs Elementary,522,2020-09-08,0,0
FL,Florida,-82.434265,28.974847,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Citrus Springs Middle,539,2020-09-08,1,1
FL,Florida,-82.49885,28.825527,1200270,Citrus,###############################################################################################################################################################################################################################################################,K-12,CREST,113,2020-09-08,2,0
FL,Florida,-82.580088,28.907109,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Crystal River High,910,2020-09-08,4,0
FL,Florida,-82.587411,28.900956,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Crystal River Middle,667,2020-09-08,0,0
FL,Florida,-82.578348,28.900356,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Crystal River Primary,485,2020-09-08,0,0
FL,Florida,-82.292788,28.752439,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Floral City Elementary,230,2020-09-08,0,0
FL,Florida,-82.444096,28.905311,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Forest Ridge Elementary,477,2020-09-08,1,0
FL,Florida,-82.384514,28.896537,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Hernando Elementary,539,2020-09-08,4,0
FL,Florida,-82.615038,28.781961,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Homosassa Elementary,293,2020-09-08,0,0
FL,Florida,-82.344503,28.848724,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Inverness Middle,825,2020-09-08,2,0
FL,Florida,-82.336649,28.833186,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Inverness Primary,444,2020-09-08,0,0
FL,Florida,-82.498743,28.824171,1200270,Citrus,###############################################################################################################################################################################################################################################################,High,Lecanto High,1347,2020-09-08,4,0
FL,Florida,-82.497429,28.825002,1200270,Citrus,###############################################################################################################################################################################################################################################################,Middle,Lecanto Middle,626,2020-09-08,1,0
FL,Florida,-82.496025,28.824621,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Lecanto Primary,589,2020-09-08,1,0
FL,Florida,-82.352905,28.823944,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Pleasant Grove Elementary,477,2020-09-08,0,0
FL,Florida,-82.497193,28.818305,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,Renaissance Center,95,2020-09-08,0,0
FL,Florida,-82.535406,28.84969,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Rock Crusher Elementary,488,2020-09-08,0,0
FL,Florida,-82.347456,28.835933,1200270,Citrus,###############################################################################################################################################################################################################################################################,Mid-High,Withlacoochee Technical College,293,2020-09-08,0,0
FL,Florida,#N/A,#N/A,1200270,Citrus,#N/A,#N/A,District Offices ,#N/A,2020-09-08,8,0
FL,Florida,-82.437823,28.973121,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Central Ridge Elementary,498,2020-09-04,0,0
FL,Florida,-82.494338,28.981705,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Citrus Springs Elementary,522,2020-09-04,0,0
FL,Florida,-82.578348,28.900356,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Crystal River Primary,485,2020-09-04,0,0
FL,Florida,-82.292788,28.752439,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Floral City Elementary,230,2020-09-04,0,0
FL,Florida,-82.444096,28.905311,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Forest Ridge Elementary,477,2020-09-04,0,0
FL,Florida,-82.384514,28.896537,1200270,Citrus,###############################################################################################################################################################################################################################################################,Elementary,Hernando Elementary,539,2020-09-04,0,0
